Survey_ID,Username,iNat_ID,Year,Month,Park,Latitude,Longitude,Transect,Start_Time,Confidence,Species,Count_,FID
bw_2023_1_348,,12504,2023,5,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE5,10:52:00,4.0,Group Unidentified,5,12131
bw_2023_1_351,,12505,2023,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP3,10:35:00,5.0,Group Unidentified,4,12133
bw_2022_1_42,,12403,2022,5,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,12:37:00,,Group Unidentified,3,12135
bw_2023_1_353,,12506,2023,5,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP1,11:02:00,4.0,Group Unidentified,1,12138
bw_2022_1_46,,12404,2022,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP1,14:04:00,,Group Unidentified,1,12143
bw_2023_1_354,,12507,2023,5,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP3,12:30:00,4.0,Group Unidentified,1,12146
bw_2022_1_48,,12405,2022,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP1,10:07:00,,Group Unidentified,12,12151
bw_2023_1_355,,12508,2023,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,09:43:00,4.0,Group Unidentified,3,12154
bw_2023_1_357,,12509,2023,5,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP2,13:18:00,4.0,Group Unidentified,1,12157
bw_2022_1_54,,12406,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP1,12:05:00,,Group Unidentified,1,12158
bw_2022_1_55,,12407,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP2,11:20:00,,Group Unidentified,1,12163
bw_2023_1_358,,12510,2023,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP1,10:09:00,4.0,Group Unidentified,2,12164
bw_2022_1_57,,12408,2022,5,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,10:54:00,,Group Unidentified,3,12169
bw_2023_1_360,,12511,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP1,12:45:00,4.0,Group Unidentified,4,12172
bw_2022_1_68,,12409,2022,5,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR2,10:50:00,,Group Unidentified,2,12177
bw_2023_1_361,,12512,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP2,09:41:00,4.0,Group Unidentified,1,12180
bw_2022_1_70,,12410,2022,5,"Bishan-Ang Mo Kio Park (River Plains), Singapore",1.3634088039398191,103.84355926513672,BAMK4,10:50:00,,Group Unidentified,3,12185
bw_2023_1_362,,12513,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP1,10:07:00,4.0,Group Unidentified,2,12188
bw_2023_1_363,,12514,2023,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP2,11:30:00,5.0,Group Unidentified,1,12285
bw_2023_1_381,,12515,2023,5,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP3,10:42:00,4.0,Group Unidentified,2,12291
bw_2023_1_382,,12516,2023,5,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,13:20:00,4.0,Group Unidentified,3,12295
bw_2022_1_71,,12411,2022,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP1,13:40:00,,Group Unidentified,2,12296
bw_2022_1_72,,12412,2022,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP2,14:40:00,,Group Unidentified,1,12299
bw_2022_1_73,,12413,2022,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP3,14:15:00,,Group Unidentified,1,12302
bw_2023_1_383,,12517,2023,5,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP4,14:00:00,4.0,Group Unidentified,2,12305
bw_2023_1_385,,12518,2023,5,"Clementi Woods Park, Singapore",1.299697756767256,103.7676773071289,CWP1,17:10:00,2.0,Group Unidentified,1,12307
bw_2022_1_74,,12414,2022,5,"Clementi Woods Park, Singapore",1.299697756767256,103.7676773071289,CWP1,12:17:00,,Group Unidentified,2,12311
bw_2023_1_386,,12519,2023,5,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP3,15:05:00,4.0,Group Unidentified,4,12314
bw_2022_1_75,,12415,2022,5,"Clementi Woods Park, Singapore",1.299697756767256,103.7676773071289,CWP2,12:40:00,,Group Unidentified,2,12318
bw_2023_1_396,,12520,2023,5,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR1,13:45:00,4.0,Group Unidentified,3,12321
bw_2022_1_76,,12416,2022,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG4,10:12:00,,Group Unidentified,3,12325
bw_2023_1_403,,12521,2023,6,"Bishan-Ang Mo Kio Park (River Plains), Singapore",1.3634088039398191,103.84355926513672,BAMK4,10:00:00,4.0,Group Unidentified,1,12328
bw_2021_2_9,,12351,2021,9,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP1,13:36:00,3.0,Group Unidentified,6,12363
bw_2021_2_92,,12352,2021,9,"Jurong Central Park, Singapore",1.337793827056879,103.70785522460938,JCP2,14:30:00,5.0,Group Unidentified,1,12364
bw_2021_2_99,,12353,2021,9,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG1,13:10:00,4.0,Group Unidentified,1,12365
bw_2022_2_16,,12354,2022,9,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP3,13:45:00,4.0,Group Unidentified,1,12366
bw_2022_2_21,,12355,2022,9,"Gardens by the Bay (South), Singapore",1.2815682888030933,103.86361694335936,GBS6,10:01:00,4.0,Group Unidentified,1,12367
bw_2022_2_27,,12356,2022,9,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP3,10:40:00,3.0,Group Unidentified,2,12368
bw_2022_2_28,,12357,2022,9,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP2,11:57:00,3.0,Group Unidentified,1,12369
bw_2022_2_29,,12358,2022,9,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP1,13:11:00,3.0,Group Unidentified,2,12370
bw_2022_2_30,,12359,2022,9,"Jurong Central Park, Singapore",1.337793827056879,103.70785522460938,JCP1,12:50:00,4.0,Group Unidentified,2,12371
bw_2022_2_31,,12360,2022,9,"Jurong Central Park, Singapore",1.337793827056879,103.70785522460938,JCP2,13:14:00,4.0,Group Unidentified,1,12372
bw_2022_2_37,,12361,2022,9,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP2,13:30:00,3.0,Group Unidentified,1,12373
bw_2022_2_38,,12362,2022,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,12:45:00,4.0,Group Unidentified,4,12374
bw_2022_2_39,,12363,2022,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU2,11:05:00,4.0,Group Unidentified,2,12375
bw_2022_2_44,,12364,2022,9,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG3,11:40:00,4.0,Group Unidentified,2,12376
bw_2022_2_45,,12365,2022,9,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP2,10:10:00,4.0,Group Unidentified,1,12377
bw_2022_2_46,,12366,2022,9,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,11:00:00,4.0,Group Unidentified,1,12378
bw_2022_2_57,,12367,2022,9,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP3,14:42:00,3.0,Group Unidentified,1,12379
bw_2022_2_58,,12368,2022,9,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG1,13:30:00,4.0,Group Unidentified,2,12380
bw_2022_2_63,,12369,2022,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI1,14:00:00,2.0,Group Unidentified,7,12381
bw_2022_2_64,,12370,2022,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI2,09:50:00,2.0,Group Unidentified,49,12382
bw_2022_2_70,,12371,2022,9,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP2,09:30:00,4.0,Group Unidentified,1,12383
bw_2022_2_71,,12372,2022,9,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,13:36:00,4.0,Group Unidentified,1,12384
bw_2022_2_72,,12373,2022,9,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG2,14:15:00,4.0,Group Unidentified,3,12385
bw_2022_2_84,,12374,2022,9,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM1,13:51:00,4.0,Group Unidentified,4,12386
bw_2022_2_85,,12375,2022,9,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM2,14:28:00,4.0,Group Unidentified,2,12387
bw_2022_2_89,,12376,2022,10,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP2,14:01:00,4.0,Group Unidentified,3,12388
bw_2022_2_91,,12377,2022,10,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP4,15:17:00,4.0,Group Unidentified,3,12389
bw_2022_2_106,,12378,2022,9,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP2,10:25:00,,Group Unidentified,3,12390
bw_2022_2_107,,12379,2022,9,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP1,11:00:00,,Group Unidentified,1,12391
bw_2022_2_123,,12380,2022,10,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP2,11:25:00,,Group Unidentified,4,12392
bw_2022_2_134,,12381,2022,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,12:05:00,,Group Unidentified,1,12393
bw_2022_2_148,,12382,2022,9,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,11:20:00,,Group Unidentified,4,12394
bw_2022_2_149,,12383,2022,9,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP4,11:48:00,,Group Unidentified,2,12395
bw_2022_2_155,,12384,2022,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,13:32:00,,Group Unidentified,3,12396
bw_2022_2_178,,12385,2022,9,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE6,12:03:00,,Group Unidentified,6,12397
bw_2022_2_179,,12386,2022,10,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBS5,10:15:00,,Group Unidentified,1,12398
bw_2022_2_180,,12387,2022,10,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBS7,11:00:00,,Group Unidentified,1,12399
bw_2022_2_201,,12388,2022,10,"Choa Chu Kang Park, Singapore",1.3874864578247128,103.74742889404298,CCKP1,10:23:00,,Group Unidentified,1,12400
bw_2022_2_202,,12389,2022,10,"Choa Chu Kang Park, Singapore",1.3874864578247128,103.74742889404298,CCKP2,11:08:00,,Group Unidentified,1,12401
bw_2022_2_213,,12390,2022,10,"Jurong Central Park, Singapore",1.337793827056879,103.70785522460938,JCP1,11:57:00,,Group Unidentified,4,12402
bw_2022_2_214,,12391,2022,10,"Jurong Central Park, Singapore",1.337793827056879,103.70785522460938,JCP2,12:20:00,,Group Unidentified,1,12403
bw_2022_1_1,,12392,2022,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG1,09:43:00,,Group Unidentified,2,12404
bw_2022_1_2,,12393,2022,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG5,10:15:00,,Group Unidentified,1,12405
bw_2022_1_3,,12394,2022,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,11:11:00,,Group Unidentified,2,12406
bw_2022_1_4,,12395,2022,5,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW1,10:27:00,,Group Unidentified,2,12407
bw_2022_1_5,,12396,2022,5,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW2,10:54:00,,Group Unidentified,1,12408
bw_2022_1_6,,12397,2022,5,"Ang Mo Kio Town Garden East, Singapore",1.3709168434143124,103.85012054443361,ATGE1,11:39:00,,Group Unidentified,3,12409
bw_2022_1_8,,12398,2022,5,"Zhenghua Nature Park, Singapore",1.3849039077758654,103.77431488037111,ZNP1,10:35:00,,Group Unidentified,2,12410
bw_2022_1_11,,12399,2022,5,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP2,12:27:00,,Group Unidentified,1,12411
bw_2022_1_12,,12400,2022,5,"Changi Point Waterfront Park, Singapore",1.3903944492340066,103.98800659179688,CBP3,12:59:00,,Group Unidentified,1,12412
bw_2022_1_15,,12401,2022,5,"Lorong Halus Wetland, Singapore",1.3954998254775905,103.92418670654297,LHW1,10:10:00,,Group Unidentified,6,12413
bw_2022_1_77,,12417,2022,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG5,10:54:00,,Group Unidentified,5,12414
bw_2022_1_79,,12418,2022,5,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP4,11:30:00,,Group Unidentified,1,12419
bw_2022_1_82,,12419,2022,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG4,09:36:00,,Group Unidentified,2,12420
bw_2023_1_408,,12522,2023,6,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW2,13:05:00,2.0,Group Unidentified,1,12427
bw_2023_1_409,,12523,2023,6,"Ang Mo Kio Town Garden East, Singapore",1.3709168434143124,103.85012054443361,ATGE1,14:00:00,3.0,Group Unidentified,5,12433
bw_2022_1_83,,12420,2022,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG2,10:07:00,,Group Unidentified,1,12434
bw_2023_1_422,,12524,2023,6,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG4,11:26:00,3.0,Group Unidentified,1,12439
bw_2022_1_85,,12421,2022,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP1,10:06:00,,Group Unidentified,2,12440
bw_2022_1_91,,12422,2022,5,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP2,10:44:00,,Group Unidentified,1,12443
bw_2023_1_425,,12525,2023,6,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP2,12:30:00,3.0,Group Unidentified,3,12444
bw_2022_1_93,,12423,2022,5,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR1,13:25:00,,Group Unidentified,2,12449
bw_2023_1_426,,12526,2023,6,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,13:45:00,4.0,Group Unidentified,2,12450
bw_2022_1_94,,12424,2022,5,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR2,14:05:00,,Group Unidentified,1,12455
bw_2023_1_429,,12527,2023,5,"Bukit Batok Nature Park, Singapore",1.3473663330078125,103.76129150390625,BBNP2,10:13:00,3.0,Group Unidentified,2,12456
bw_2022_1_95,,12425,2022,5,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP2,10:40:00,,Group Unidentified,2,12461
bw_2023_1_430,,12528,2023,5,"Bukit Batok Nature Park, Singapore",1.3473663330078125,103.76129150390625,BBNP3,10:56:00,4.0,Group Unidentified,5,12462
bw_2022_1_97,,12426,2022,5,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP1,11:30:00,,Group Unidentified,2,12467
bw_2023_1_431,,12529,2023,5,"Woodlands Waterfront Park, Singapore",1.4530528783798224,103.78047943115234,WWP1,09:30:00,5.0,Group Unidentified,1,12468
bw_2022_1_100,,12427,2022,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,09:53:00,,Group Unidentified,3,12472
bw_2023_1_434,,12530,2023,6,"Sengkang Riverside Park, Singapore",1.3993142843246418,103.88487243652344,SRP2,13:32:00,3.0,Group Unidentified,2,12474
bw_2022_1_103,,12428,2022,5,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP1,13:35:00,,Group Unidentified,4,12477
bw_2024_1_17,,12531,2024,5,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM2,10:45:00,,Group Unidentified,1,12478
bw_2022_1_107,,12429,2022,5,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU2,13:24:00,,Group Unidentified,2,12483
bw_2024_1_23,,12532,2024,5,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP2,10:15:00,,Group Unidentified,2,12484
bw_2022_1_112,,12430,2022,5,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,12:45:00,,Group Unidentified,1,12489
bw_2022_1_113,,12431,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP1,09:30:00,,Group Unidentified,7,12495
bw_2022_1_114,,12432,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP2,10:17:00,,Group Unidentified,3,12501
bw_2022_1_115,,12433,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP3,10:38:00,,Group Unidentified,3,12506
bw_2022_1_117,,12434,2022,5,"Gardens by the Bay (South), Singapore",1.2815682888030933,103.86361694335936,GBS2,11:34:00,,Group Unidentified,1,12510
bw_2022_1_121,,12435,2022,5,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP2,14:40:00,,Group Unidentified,1,12514
bw_2022_1_128,,12436,2022,5,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP2,11:05:00,,Group Unidentified,2,12520
bw_2022_1_129,,12437,2022,5,"Gardens by the Bay (South), Singapore",1.2815682888030933,103.86361694335936,GBS6,11:35:00,,Group Unidentified,1,12526
bw_2022_1_131,,12439,2022,5,"Yishun Park, Singapore",1.4250185489654508,103.84471893310547,YP1,10:00:00,,Group Unidentified,1,12532
bw_2022_1_132,,12440,2022,5,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP1,12:30:00,,Group Unidentified,10,12538
bw_2022_1_134,,12441,2022,5,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP3,14:10:00,,Group Unidentified,8,12593
bw_2022_1_135,,12442,2022,5,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP2,14:50:00,,Group Unidentified,7,12603
bw_2022_1_138,,12443,2022,5,"Bukit Batok Nature Park, Singapore",1.3473663330078125,103.76129150390625,BBNP3,14:40:00,,Group Unidentified,2,12608
bw_2022_1_153,,12444,2022,5,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR1,09:32:00,,Group Unidentified,4,12613
bw_2022_1_155,,12445,2022,5,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR2,10:12:00,,Group Unidentified,2,12619
bw_2022_1_156,,12446,2022,5,"Kranji Coastal Nature Park, Singapore",1.442604660987839,103.73515319824219,SBWR3,10:43:00,,Group Unidentified,1,12623
bw_2022_1_159,,12447,2022,5,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP3,11:18:00,,Group Unidentified,1,12630
bw_2022_1_165,,12448,2022,5,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM1,10:00:00,,Group Unidentified,1,12635
bw_2022_1_166,,12449,2022,5,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP5,09:45:00,,Group Unidentified,1,12640
bw_2022_1_168,,12450,2022,5,"West Coast Park, Singapore",1.2913602590560944,103.76665496826172,WCP2,11:27:00,,Group Unidentified,2,12645
bw_2023_2_3,,12451,2023,9,"Sun Plaza Park, Singapore",1.358841061592092,103.94374847412111,SPP1,11:58:00,,Group Unidentified,1,12650
bw_2023_2_4,,12452,2023,9,"Sun Plaza Park, Singapore",1.358841061592092,103.94374847412111,SPP2,12:27:00,,Group Unidentified,1,12655
bw_2023_2_5,,12453,2023,9,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,12:50:00,,Group Unidentified,2,12658
bw_2023_2_6,,12454,2023,9,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG2,13:12:00,,Group Unidentified,1,12663
bw_2023_2_8,,12455,2023,9,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP2,14:05:00,,Group Unidentified,6,12668
bw_2023_2_9,,12456,2023,9,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP3,13:30:00,,Group Unidentified,1,12673
bw_2023_2_10,,12457,2023,9,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP1,09:50:00,,Group Unidentified,1,12678
bw_2023_2_12,,12458,2023,9,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP3,10:33:00,,Group Unidentified,1,12683
bw_2023_2_30,,12459,2023,9,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW2,09:40:00,,Group Unidentified,1,12687
bw_2023_2_34,,12460,2023,9,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,10:34:00,,Group Unidentified,1,12693
bw_2023_2_36,,12461,2023,9,"Choa Chu Kang Park, Singapore",1.3874864578247128,103.74742889404298,CCKP2,09:50:00,,Group Unidentified,2,12698
bw_2023_2_50,,12462,2023,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI2,12:48:00,,Group Unidentified,5,12703
bw_2023_2_51,,12463,2023,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI3,13:31:00,,Group Unidentified,3,12708
bw_2023_2_52,,12464,2023,9,"West Coast Park, Singapore",1.2913602590560944,103.76665496826172,WCP2,10:50:00,,Group Unidentified,4,12713
bw_2023_2_77,,12465,2023,9,"Woodlands Waterfront Park, Singapore",1.4530528783798224,103.78047943115234,WWP2,14:05:00,,Group Unidentified,1,12718
bw_2023_2_78,,12466,2023,9,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM1,09:30:00,,Group Unidentified,4,12756
bw_2023_2_83,,12467,2023,9,"Bedok Reservoir Park, Singapore",1.3413025140762223,103.92455291748047,BRP2,10:40:00,,Group Unidentified,1,12798
bw_2023_2_85,,12468,2023,9,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP3,14:02:00,,Group Unidentified,3,12834
bw_2023_2_86,,12469,2023,9,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP1,14:40:00,,Group Unidentified,8,12835
bw_2023_2_87,,12470,2023,9,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP1,14:10:00,,Group Unidentified,6,12836
bw_2023_2_104,,12471,2023,9,"Woodlands Waterfront Park, Singapore",1.4530528783798224,103.78047943115234,WWP1,13:56:00,,Group Unidentified,1,12837
bw_2023_2_109,,12472,2023,9,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP3,10:00:00,,Group Unidentified,1,12838
bw_2023_2_121,,12473,2023,9,"Zhenghua Nature Park, Singapore",1.3849039077758654,103.77431488037111,ZNP1,12:00:00,,Group Unidentified,4,12839
bw_2023_2_127,,12474,2023,9,"Zhenghua Nature Park, Singapore",1.3849039077758654,103.77431488037111,ZP2,13:40:00,,Group Unidentified,1,12840
bw_2023_2_132,,12475,2023,9,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE5,09:55:00,,Group Unidentified,2,12841
bw_2023_2_138,,12476,2023,9,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE6,14:11:00,,Group Unidentified,2,12842
bw_2023_2_147,,12477,2023,9,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP1,14:34:00,,Group Unidentified,1,12843
bw_2023_2_156,,12478,2023,9,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP2,12:30:00,,Group Unidentified,1,12844
bw_2023_2_159,,12479,2023,9,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP2,11:37:00,,Group Unidentified,1,12845
bw_2023_2_162,,12480,2023,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG1,09:40:00,,Group Unidentified,1,12846
bw_2023_2_180,,12481,2023,9,"Bishan-Ang Mo Kio Park (Pond Gardens), Singapore",1.3634088039398191,103.84355926513672,BAMK2,10:38:00,,Group Unidentified,5,12847
bw_2023_2_203,,12482,2023,9,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG5,13:48:00,,Group Unidentified,2,12848
bw_2023_2_204,,12483,2023,9,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP1,11:25:00,,Group Unidentified,4,12849
bw_2023_1_221,,12484,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP2,11:15:00,,Group Unidentified,2,12850
bw_2023_1_222,,12485,2023,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG5,10:18:00,,Group Unidentified,1,12851
bw_2023_1_233,,12486,2023,6,"Bishan-Ang Mo Kio Park (River Plains), Singapore",1.3634088039398191,103.84355926513672,BAMK4,09:52:00,,Group Unidentified,3,12852
bw_2023_1_240,,12487,2023,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI2,11:15:00,,Group Unidentified,4,12853
bw_2023_1_241,,12488,2023,5,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP2,10:40:00,,Group Unidentified,2,12854
bw_2023_1_242,,12489,2023,5,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP1,12:24:00,,Group Unidentified,1,12855
bw_2023_1_243,,12490,2023,5,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP3,11:25:00,,Group Unidentified,3,12856
bw_2023_1_244,,12491,2023,6,"Zhenghua Nature Park, Singapore",1.3849039077758654,103.77431488037111,ZNP1,12:00:00,,Group Unidentified,1,12857
bw_2023_1_249,,12492,2023,5,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE5,12:10:00,,Group Unidentified,2,12858
bw_2023_1_250,,12493,2023,5,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE6,12:52:00,,Group Unidentified,9,12859
bw_2023_1_251,,12494,2023,6,"Pasir Ris Town Park, Singapore",1.3720587491989156,103.95268249511717,PRTP1,10:10:00,,Group Unidentified,7,12860
bw_2023_1_285,,12495,2023,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,12:30:00,,Group Unidentified,3,12861
bw_2023_1_290,,12496,2023,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG4,10:35:00,,Group Unidentified,1,12862
bw_2023_1_293,,12497,2023,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG4,10:53:00,,Group Unidentified,8,12863
bw_2023_1_306,,12498,2023,6,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG4,11:51:00,,Group Unidentified,1,12864
bw_2023_1_307,,12499,2023,6,"Punggol Waterway Park, Singapore",1.411137700080879,103.90446472167967,PWP1,10:28:00,,Group Unidentified,3,12865
